id,graph_Da,graph_Db,graph_Dc,graph_Dd,graph_De
3924,-0.1029,0.1989,-0.051,-0.218,-0.0646
3925,0.106,0.0033,0.1408,-0.1158,-0.0407
3926,-0.057,0.2267,-0.0531,0.1122,0.0522
3927,0,0,0,0,0
3928,0.0102,-0.0007,-0.1302,-0.0896,-0.2321
3929,0.0234,-0.0685,-0.1055,-0.1101,-0.093
3930,0.0009,0.0439,-0.0595,-0.0346,-0.1461
3931,0,0,0,0,0
3932,-0.014,0.0721,-0.0286,-0.0294,-0.2431
3933,0.1078,0.0095,-0.0034,0.213,0.1716
3934,0.0623,-0.1336,0.157,0.18,-0.0091
3935,0.1801,0.0552,0.0565,-0.0749,-0.0484
3936,-0.0695,-0.1061,0.0679,-0.0826,-0.1782
3937,-0.2435,0.0459,-0.0299,-0.0508,0.1597
3938,0,0,0,0,0
3939,-0.2007,0.0422,0.0394,-0.0127,-0.095
3940,0.0751,-0.0245,-0.3446,-0.1891,-0.0641
3941,0,0,0,0,0
3942,0.0466,0.203,-0.1081,-0.1074,0.1055
3943,0,0,0,0,0
3944,-0.0008,0.1508,-0.1743,0.0485,-0.0379
3945,0.1496,-0.0694,0.0897,-0.2421,-0.0895
3946,-0.0382,-0.0694,-0.1448,0.0551,-0.0724
3947,0,0,0,0,0
3948,-0.0724,0.0724,0.1396,0.1265,0.0368
3949,-0.0612,0.1811,0.0929,-0.0015,-0.113
3950,-0.1501,-0.1227,0.2426,-0.034,-0.0567
3951,0.1471,-0.1625,0.1064,-0.1524,-0.0449
3952,-0.1454,0.0926,0.0744,0.0937,0.1407
3953,0.239,0.1169,0.0461,0.1198,0.0751
3954,-0.0172,0.1839,0.0172,0.2254,-0.2414
3955,-0.1968,-0.2064,0.0572,-0.0145,0.0909
3956,0,0,0,0,0
3957,-0.076,-0.1125,-0.0428,0.1004,0.0979
3958,-0.0181,0.0251,-0.2591,0.0748,-0.0722
3959,0,0,0,0,0
3960,-0.2328,0.0305,0.002,-0.1653,-0.2192
3961,0.1354,0.1431,-0.0857,-0.0193,-0.2257
3962,-0.1821,-0.1667,0.0782,-0.0549,0.3104
3963,0.1042,-0.1505,0.135,0.1905,0.1225
3964,-0.0154,0.144,-0.0351,-0.0196,0.0612
3965,0.1275,-0.1082,0.0405,0.0198,0.2244
3966,0.0923,-0.1852,0.0546,0.0881,-0.047
3967,0.1743,0.0645,-0.0582,0.0907,0.183
3968,0.000173,0.151,-0.108,-0.106,0.195
3969,-0.1327,0.0193,0.1216,0.2586,-0.1725
3970,0.0553,-0.0542,-0.0247,0.0589,0.106
3971,-0.2126,-0.0439,-0.0013,0.0092,0.2153
3972,0.0956,-0.178,-0.0887,0.0088,0.0735
3973,0.0454,-0.0384,-0.1845,0.1221,0.1411
3974,-0.2798,-0.1702,0.0795,-0.2454,0.1933
3975,-0.1133,0.0056,-0.0699,0.0317,0.1691
3976,-0.1194,0.0402,0.1662,0.0003,-0.131
3977,-0.1089,-0.0266,0.029,0.1279,0.0522
3978,-0.2192,-0.1069,0.1705,-0.2363,-0.0273
3979,0,0,0,0,0
3980,-0.015,0.0629,-0.0708,-0.0388,0.0526
3981,0.1509,0.2272,-0.0386,0.0831,0.1688
3982,0.0346,-0.073,-0.0378,0.0496,-0.2127
3983,-0.0412,-0.0204,-0.1601,-0.0558,0.0016
3984,-0.1042,-0.1174,0.2015,-0.1686,-0.1467
3985,0,0,0,0,0
3986,0.1676,-0.0925,0.0803,-0.1782,0.1537
3987,-0.1261,-0.154,-0.2547,-0.2213,-0.0466
3988,0.0546,0.0603,-0.0214,-0.0259,-0.1589
3989,-0.0535,-0.1439,-0.0996,0.1738,0.1042
3990,0.0905,-0.0243,0.1872,0.1126,0.0338
3991,0.0073,0.0106,-0.0091,0.0778,0.2079
3992,0.2397,-0.0437,-0.1092,-0.0818,0.1618
3993,-0.1309,-0.1179,-0.1954,-0.1092,-0.0828
3994,-0.1017,0.089,0.0346,0.1025,-0.0695
3995,-0.026,-0.1641,0.1685,-0.0936,0.0732
3996,0.1235,-0.0418,-0.0855,0.0847,0.025
3997,0,0,0,0,0
3998,0.1626,0.1048,-0.0895,-0.0814,-0.1372
3999,0,0,0,0,0
4000,0.0793,0.0739,-0.1108,-0.1358,0.0217
4001,0.0027,-0.133,0.2772,0.0363,0.1058
4002,-0.0535,0.1436,0.0764,-0.0104,-0.086
4003,-0.1175,-0.1091,0.1147,-0.1061,-0.1467
4004,-0.0115,-0.0441,0.0392,0.1644,-0.1289
4005,0.0184,0.0323,-0.2404,-0.049,-0.0392
4006,0.006,-0.1701,-0.0479,-0.116,0.1364
4007,-0.1422,-0.0561,-0.0014,0.3056,0.2357
4008,-0.1533,0.1172,-0.0543,-0.0225,-0.1204
4009,0,0,0,0,0
4010,0.0039,-0.2272,-0.1173,-0.1034,0.2002
4011,0.1664,0.1393,-0.1119,0.1545,-0.0199
4012,0.0593,-0.0996,-0.0043,0.0055,-0.2688
4013,0,0,0,0,0
4014,0,0,0,0,0
4015,-0.0457,0.0115,-0.1181,-0.039,0.0637
4016,-0.0022,-0.0526,-0.2176,-0.0027,0.0035
4017,-0.1113,-0.0377,-0.2295,-0.0277,0.108
4018,0.0295,-0.278,-0.1469,-0.0244,-0.1466
4019,0.0007,-0.0383,-0.1473,0.0524,-0.084
4020,-0.0384,0.0723,-0.1761,-0.0819,-0.1187
4021,-0.0304,0.0492,-0.0002,-0.2201,0.1584
4022,0.1863,-0.07,0.1013,0.179,-0.0266
4023,0.0735,-0.0567,-0.0532,0.2437,0.2183
4024,-0.0105,-0.1427,0.0073,0.0193,-0.0572
4025,0.0639,0.0361,-0.1193,0.1683,-0.1462
4026,0.0519,-0.2504,-0.008,-0.2451,-0.2565
4027,0,0,0,0,0
4028,0,0,0,0,0
4029,-0.0495,0.1256,-0.1928,0.0037,-0.0763
4030,0,0,0,0,0
4031,0,0,0,0,0
4032,0,0,0,0,0
4033,0.1929,-0.0636,0.0524,0.1291,0.1583
4034,0,0,0,0,0
4035,-0.2498,-0.2051,-0.1471,0.1098,0.1981
4036,-0.171,-0.019,-0.1742,-0.0707,-0.1705
4037,-0.1192,-0.0221,0.2701,0.0582,0.0808
4038,-0.2683,-0.1542,-0.0301,-0.1132,-0.2235
4039,0.0095,0.1846,-0.0045,0.0717,-0.1112
4040,0.0998,-0.0693,-0.0042,0.1216,0.0833
4041,0.102,0.1029,-0.0857,0.0134,-0.163
4042,0.0196,0.1001,-0.1574,-0.1189,-0.1355
4043,0.092,0.0746,-0.101,0.0428,-0.0864
4044,0.1317,-0.2144,0.1473,-0.2977,-0.0775
4045,-0.2835,-0.0973,0.184,0.1656,-0.0042
4046,-0.02,0.1841,0.0825,-0.0786,0.1965
4047,0.1563,0.1426,-0.2206,0.1162,-0.0652
4048,0.0562,0.0833,0.1487,0.2428,-0.1123
4049,0.0024,-0.0722,0.0231,-0.0373,-0.1295
4050,0.1169,0.0853,-0.0523,-0.0067,0.0129
4051,-0.1254,-0.2012,0.0395,-0.1125,-0.1247
4052,-0.0916,0.0231,-0.0501,0.1546,-0.0851
4053,0,0,0,0,0
4054,-0.0757,-0.0079,0.1416,0.1675,0.0776
4055,0.2252,-0.0967,0.096,-0.1177,0.1558
4056,-0.1176,0.0796,0.0104,0.0493,-0.0354
4057,0.1249,-0.0669,-0.0964,-0.2578,0.0326
4058,-0.038,0.0939,0.1431,0.055,0.1715
4059,-0.0263,-0.1326,-0.0099,0.1662,-0.129
4060,-0.3011,-0.0805,0.1003,0.1791,-0.4596
4061,-0.0472,0.1703,-0.1316,0.0433,0.0441
4062,-0.0081,-0.1489,0.0699,0.1902,-0.1076
4063,-0.2862,0.2742,0.2077,-0.1369,-0.1617
4064,-0.0462,-0.0263,0.0404,-0.145,0.0966
4065,-0.1029,-0.0548,0.1736,0.3143,-0.0542
4066,0.1155,0.0136,0.0568,0.1088,0.0753
4067,0.2765,-0.2229,0.0823,-0.106,-0.0004
4068,-0.0631,-0.1804,0.1371,-0.0462,-0.0058
4069,0.0358,-0.2143,-0.0179,-0.0985,-0.2026
4070,0.2312,0.0738,0.079,-0.0775,-0.0006
4071,-0.1407,-0.1341,-0.0642,0.1037,0.185
4072,0.0029,-0.0242,0.0785,0.1709,0.0527
4073,-0.2349,0.1363,0.1465,-0.0482,0.0389
4074,-0.0806,-0.1638,0.032,-0.0538,0.0544
4075,0.1205,-0.1171,0.267,-0.0096,-0.0565
4076,0.1565,0.0968,-0.1097,0.0027,-0.0723
4077,0.0938,0.1553,0.04,0.2451,-0.0497
4078,-0.0977,0.0709,0.1247,0.1469,-0.1806
4079,0.0447,-0.3046,-0.2475,0.2333,-0.0525
4080,0.1733,-0.0266,-0.0308,-0.0925,0.1365
4081,0,0,0,0,0
4082,-0.0285,0.0393,-0.0149,-0.0967,0.2168
4083,-0.0933,-0.1895,-0.0353,-0.1674,0.1185
4084,0.0329,-0.0016,0.0202,-0.2785,-0.0109
4085,0.1296,-0.1985,0.0577,-0.1091,-0.0885
4086,0.1632,0.0868,0.1457,0.0535,-0.1035
4087,-0.0944,0.095,-0.0826,0.1265,0.1705
4088,-0.1382,-0.0954,-0.1249,0.014,-0.1254
4089,-0.1197,0.0889,-0.0225,-0.1025,0.0629
4090,0.1723,0.2426,-0.1034,-0.068,-0.0706
4091,0.1438,-0.0526,-0.0406,0.0161,0.0484
4092,-0.191,0.0371,-0.0075,0.017,0.1802
4093,0.1486,-0.0674,0.084,0.0451,-0.0215
4094,-0.1747,-0.2319,0.0575,0.1524,0.1005
4095,-0.0152,-0.0985,-0.1205,-0.114,-0.0977
4096,-0.0692,-0.0944,-0.2343,-0.2062,0.2518
4097,0,0,0,0,0
4098,0.0785,-0.2525,-0.1179,0.0312,0.0557
4099,0.0171,-0.0833,0.1222,-0.1121,0.042
4100,0.0383,-0.0708,0.1838,0.175,0.0424
4101,-0.0649,-0.0857,-0.0503,-0.1628,0.0346
4102,0.1154,-0.1966,0.1437,0.0304,0.0926
4103,-0.1454,0.1707,-0.0918,-0.106,-0.041
4104,0.1671,-0.2376,0.2123,0.0449,0.0481
4105,-0.1688,0.065,0.0329,-0.1389,-0.1181
4106,-0.1022,0.1175,0.0266,0.1126,0.1694
4107,0.2535,0.1575,-0.0044,0.1259,-0.0657
4108,0.0928,-0.0021,-0.2173,0.1188,-0.0046
4109,0,0,0,0,0
4110,0,0,0,0,0
4111,0.1359,0.0126,-0.2429,-0.0211,0.0827
4112,-0.1388,-0.0936,-0.0317,-0.0158,-0.0934
4113,-0.1273,-0.1783,-0.1039,-0.0183,0.1642
4114,0.1437,0.0828,0.1126,0.0259,-0.1694
4115,0.1107,-0.2453,-0.0777,-0.0098,-0.082
4116,0.0794,-0.2386,0.0622,-0.2068,-0.2457
4117,0.1172,0.0115,0.0657,0.222,0.1589
4118,-0.1764,-0.0916,-0.02,-0.0715,-0.0982
4119,0.0237,0.1219,0.1101,-0.0614,-0.249
4120,0.0484,0.1042,-0.1174,0.0018,-0.0413
4121,0.1677,-0.0217,-0.1123,0.0677,0.1583
4122,0.0254,0.1389,0.0906,-0.1575,0.0548
4123,-0.0371,-0.0729,0.1213,-0.013,0.0987
4124,-0.1685,-0.1899,0.0423,0.2229,0.0799
4125,-0.1999,0.0967,0.0146,-0.0788,-0.1025
4126,0.0998,-0.0519,-0.1007,0.002,0.0705
4127,0.0523,0.0245,-0.0393,-0.1085,0.132
4128,-0.0815,0.1838,0.0276,0.0341,-0.057
4129,-0.1363,0.0704,0.0163,0.1133,-0.0419
4130,-0.0559,0.2696,-0.109,-0.2203,-0.0979
4131,-0.0601,0.0461,-0.2418,0.0753,-0.021
4132,-0.1786,0.185,-0.1245,-0.0745,-0.1444
4133,0.007,0.1579,-0.0219,-0.2561,-0.2079
4134,0.0081,0.1128,-0.0412,-0.2488,0.0958
4135,0.0424,0.1414,-0.0667,-0.1869,-0.0282
4136,-0.0242,0.1336,0.1283,0.0176,0.0716
4137,0.0807,0.1395,0.1175,-0.2046,-0.1356
4138,-0.0223,-0.111,-0.1407,0.1798,-0.0822
4139,0.0815,0.1222,-0.1838,0.1873,-0.0544
4140,0.0827,0.1083,-0.1636,0.0702,-0.0449
4141,0,0,0,0,0
4142,-0.0756,-0.1516,0.0905,-0.2609,-0.2167
4143,0.0113,-0.1065,-0.087,0.0364,0.0124
4144,0.0227,-0.2112,-0.0614,0.1724,-0.0412
4145,0.0402,0.26,0.0681,0.0261,-0.1977
4146,0.1822,0.046,0.1676,0.1341,0.0581
4147,0,0,0,0,0
4148,0.0759,0.0531,-0.1479,0.1316,0.0229
4149,-0.1881,0.1468,-0.0708,-0.2063,-0.033
4150,-0.1899,0.0502,0.1371,0.1732,-0.1731
4151,-0.3081,0.0934,-0.0148,0.1448,-0.035
4152,-0.0907,0.1715,-0.027,-0.172,-0.0569
4153,-0.2305,-0.0325,0.0793,0.1233,0.1357
4154,0,0,0,0,0
4155,0.0359,0.0464,-0.0925,-0.0404,-0.2167
4156,-0.1241,0.1414,0.084,-0.2209,0.119
4157,-0.1556,0.1309,0.1043,-0.0438,0.0594
4158,-0.3591,0.6545,-0.1854,-0.1635,-0.0024
4159,0.1368,-0.0827,-0.0299,0.0965,0.0562
4160,0.1116,-0.0627,0.0826,0.0713,0.0921
4161,-0.0311,-0.0536,0.0568,0.1295,0.0776
4162,0.126,-0.0569,-0.1931,-0.0049,-0.0092
4163,-0.1061,0.0227,0.0973,-0.1767,-0.2805
4164,-0.1089,0.148,-0.1205,0.0335,0.1529
4165,-0.0082,-0.0393,-0.2421,-0.1763,0.2146
4166,-0.0297,-0.1742,-0.2368,-0.0999,-0.1305
4167,-0.1034,-0.1717,-0.0898,-0.0299,-0.1655
4168,0,0,0,0,0
4169,-0.0795,0.0155,0.1663,0.0031,0.1449
4170,-0.0848,0.0821,0.0451,-0.0721,0.0873
4171,0.0224,0.0237,-0.091,0.127,-0.0193
4172,-0.271,0.1077,0.0327,0.0192,0.3184
4173,-0.1056,-0.0413,0.1676,-0.0661,-0.1029
4174,0.0591,-0.0836,0.0895,-0.0842,0.0245
4175,-0.0486,-0.1133,0.0689,0.1433,0.0464
4176,0.0252,0.1582,-0.0151,-0.0433,0.0594
4177,0.022,-0.3635,0.0466,0.1534,-0.0663
4178,-0.1416,0.0697,-0.1482,0.0246,0.1792
4179,0.1092,-0.0458,-0.0662,0.0628,0.0356
4180,0.2032,0.0256,-0.2194,0.0081,0.148
4181,-0.3505,0.1052,-0.0408,0.1735,-0.0333
4182,0.1577,-0.0026,0.0133,-0.1011,-0.103
4183,0.14,-0.0634,0.0054,-0.0565,-0.1823
4184,-0.1592,0.013,-0.1568,-0.1724,0.1303
4185,0.0763,0.0519,0.0424,0.0787,0.0381
4186,0.0427,-0.2653,-0.2535,-0.141,0.0345
4187,0.0906,-0.0136,-0.0768,-0.0236,-0.036
4188,0.1819,0.1521,-0.0475,0.0235,0.0593
4189,0.3268,-0.0098,-0.0586,-0.0145,-0.0866
4190,-0.1249,-0.2272,0.0442,0.1351,0.3011
4191,0.0994,-0.0397,-0.0168,-0.1737,-0.0911
4192,0.0113,-0.0967,0.0141,0.1778,-0.0308
4193,-0.0987,0.1485,0.2572,-0.0484,0.2221
4194,-0.0371,0.1725,-0.1874,-0.0141,0.0555
4195,0.0497,-0.0626,0.0484,0.05,0.1886
4196,0.1343,0.1567,0.1411,0.105,0.1763
4197,0,0,0,0,0
4198,-0.1247,-0.0288,-0.0168,0.003,-0.0394
4199,-0.0678,0.1496,0.0937,0.083,-0.1848
4200,-0.0347,-0.1347,0.1363,-0.171,0.0861
4201,-0.1588,0.0061,0.1761,-0.1054,0.2277
4202,0,0,0,0,0
4203,-0.0226,0.0019,0.0205,-0.0386,-0.1876
4204,0,0,0,0,0
4205,-0.0268,0.0111,0.0816,-0.1805,0.1768
4206,0,0,0,0,0
4207,-0.014,0.1245,-0.0614,0.0013,0.1446
4208,-0.169,-0.000981,-0.145,-0.000073,-0.0113
4209,0.0905,0.0888,0.0894,-0.1579,-0.006
4210,0.0049,-0.0066,0.1151,-0.1618,-0.1306
4211,0.0976,-0.0959,-0.0158,0.0193,-0.0958
4212,0.1454,-0.2127,-0.0688,0.2408,-0.1339
4213,-0.0285,0.0305,-0.0773,0.0583,-0.0857
4214,0.1028,-0.1429,-0.1677,0.1079,-0.1168
4215,-0.0017,-0.057,0.3151,-0.3213,0.0708
4216,0.0931,-0.2642,-0.1233,-0.0883,0.1486
4217,-0.2086,-0.1157,-0.2524,0.1191,-0.0382
4218,-0.0373,0.038,-0.1696,-0.0102,0.2853
4219,-0.2353,0.1263,-0.0952,0.063,0.1285
4220,0,0,0,0,0
4221,-0.0332,-0.1686,-0.1491,0.1396,0.1494
4222,0.3056,0.0637,-0.2163,0.1491,0.034
4223,0,0,0,0,0
4224,-0.0905,-0.1096,0.1476,0.1418,-0.2071
4225,-0.0886,0.0179,-0.0874,-0.1492,-0.036
4226,-0.0004,-0.0034,-0.0245,0.3291,0.0218
4227,0.0353,0.2847,-0.1027,-0.072,0.0371
4228,0.171,0.1419,-0.0074,-0.0841,0.1362
4229,0.1792,0.1064,0.185,-0.0488,0.1533
4230,0.2548,0.1285,-0.0341,0.0064,-0.108
4231,0.0215,-0.0425,-0.0419,0.145,-0.1498
4232,-0.0777,-0.1197,0.1274,-0.0591,0.0101
4233,-0.0378,0.2598,-0.1661,0.1103,0.1558
4234,-0.1722,-0.0997,0.3093,0.0715,-0.1735
4235,0.1335,-0.2004,-0.0886,-0.0566,0.1806
4236,0.15,-0.0477,-0.1273,0.1058,0.1445
4237,-0.0012,-0.0115,-0.1329,-0.1585,0.245
4238,-0.1292,0.1184,0.0911,0.1466,-0.0561
4239,-0.0082,0.0824,-0.1514,-0.1378,0.1709
4240,-0.1303,-0.0892,0.0944,-0.0944,0.1203
4241,0.1808,0.0494,-0.0932,0.0499,0.0647
4242,-0.0866,-0.0477,-0.1591,-0.0934,-0.157
4243,-0.0398,-0.1535,0.1566,-0.1628,-0.0223
4244,0.1437,0.1212,-0.0103,-0.24,-0.0424
4245,0.0905,-0.182,0.1288,-0.0245,-0.0878
4246,-0.0382,0.151,0.0709,-0.1201,-0.1371
4247,0.1629,0.0942,-0.0245,-0.1284,-0.134
4248,-0.268,-0.1184,0.1435,0.0632,0.1932
4249,0.0898,0.091,-0.0321,-0.1922,-0.0214
4250,-0.0795,0.2512,-0.0521,-0.2474,-0.2642
4251,0.1831,-0.008,0.1056,0.0829,0.0773
4252,0,0,0,0,0
4253,0.0166,0.1314,0.0392,-0.1191,0.0965
4254,-0.1297,-0.1084,0.0806,-0.0745,0.1248
4255,0.0343,0.0475,0.1478,-0.2086,0.1605
4256,-0.0197,0.1528,-0.292,0.0477,-0.1242
4257,0.1084,-0.1062,-0.1168,-0.0119,0.1324
4258,-0.1272,0.024,-0.0863,-0.0487,-0.1506
4259,-0.1617,-0.0287,-0.0731,0.051,0.0136
4260,0.0659,-0.1797,0.0985,-0.0732,0.0198
4261,0.0264,-0.135,-0.1287,-0.0942,0.0422
4262,0.1583,-0.1912,0.0597,0.0643,-0.113
4263,0.0271,-0.0987,-0.1174,-0.0786,0.0957
4264,-0.1592,0.0501,0.1547,-0.2426,0.1343
4265,-0.0342,0.0506,0.0051,0.1463,0.0974
4266,0,0,0,0,0
4267,0,0,0,0,0
4268,-0.2929,0.4279,0.0465,0.3698,-0.0318
4269,0.0623,-0.2155,-0.0063,-0.1919,-0.1111
4270,0.0389,0.1599,-0.128,0.0538,0.1785
4271,-0.1062,0.1388,0.0316,0.0791,-0.1473
4272,0.0504,-0.0922,-0.1648,-0.1243,0.1659
4273,0,0,0,0,0
4274,-0.0408,0.0473,-0.2267,-0.1129,-0.2345
4275,-0.0042,0.049,0.1238,-0.298,-0.1705
4276,-0.0446,-0.1186,0.0938,0.1732,-0.0598
4277,0.102,0.1676,0.0281,0.141,0.2285
4278,0.1536,0.1158,-0.2845,0.1346,0.045
4279,0.1111,-0.0378,-0.0374,-0.1488,0.0597
4280,-0.127,0.0734,0.1941,0.0684,0.086
4281,-0.1405,-0.1891,0.0591,-0.0505,0.0897
4282,0.1996,0.0214,0.0958,0.0281,-0.1856
4283,0.2123,0.1535,0.0385,-0.0258,-0.0659
4284,-0.031,0.2162,-0.126,0.0314,0.2215
4285,-0.1755,0.1503,-0.1143,-0.046,0.0227
4286,0.0417,0.1795,-0.0067,0.1767,0.0178
4287,-0.0568,0.0889,-0.0905,-0.1709,-0.0363
4288,0.037,0.1537,-0.2006,0.1287,0.106
4289,-0.0736,0.0054,-0.0777,0.0163,0.0977
4290,0,0,0,0,0
4291,0.0114,0.1736,0.1177,-0.1778,-0.041
4292,-0.0673,0.0463,-0.2018,0.0474,0.2211
4293,0.0387,-0.1391,0.2254,-0.1728,0.4818
4294,0.029,0.0072,-0.0866,-0.2386,0.0435
4295,0.056,0.0073,0.1118,0.0742,0.0559
4296,-0.0166,-0.1313,-0.049,0.1028,0.1199
4297,0.1176,-0.0144,-0.198,0.1758,0.0558
4298,-0.0968,-0.1725,-0.1078,-0.0413,0.0769
4299,-0.0549,-0.1866,0.1823,0.084,-0.0755
4300,0.0089,0.0272,-0.0639,0.0275,0.2896
4301,-0.2053,-0.0395,-0.089,0.0965,0.2416
4302,0.0812,-0.1131,0.3722,-0.0657,0.0696
4303,0.162,0.0162,0.1398,-0.179,0.117
4304,0.0922,0.0594,-0.188,-0.1742,-0.1299
4305,-0.0024,0.0513,0.0694,0.0899,-0.0037
4306,-0.2231,0.2744,-0.0035,0.1648,0.0135
4307,-0.4252,0.1324,0.2555,-0.054,-0.1603
4308,0.1063,-0.082,0.2114,0.0035,0.112
4309,0.078,0.306,0.0057,-0.045,-0.0497
4310,0.1952,0.1487,0.0301,-0.083,-0.0475
4311,-0.0436,0.0463,-0.0626,0.119,0.1666
4312,0.1612,-0.175,0.1689,-0.0707,0.0876
4313,0.1858,-0.1765,-0.0368,0.0655,0.0162
4314,0.1132,-0.1436,-0.0911,-0.0342,-0.1426
4315,0.1997,-0.0741,0.1245,-0.0712,-0.1057
4316,0.2017,0.0023,0.0928,-0.0495,-0.0702
4317,-0.2182,-0.1481,0.2174,0.1735,0.074
4318,0.0838,-0.0239,0.0579,-0.0162,-0.018
4319,0.0942,-0.0759,0.1551,-0.0115,-0.038
4320,-0.0575,-0.088,0.1026,-0.0222,-0.0646
4321,-0.0112,0.2947,0.3542,0.1983,-0.0014
4322,-0.0358,0.1491,-0.0817,0.0973,-0.2625
4323,-0.1591,-0.0228,-0.1967,0.0555,0.0974
4324,0,0,0,0,0
4325,0,0,0,0,0
4326,0,0,0,0,0
4327,0,0,0,0,0
4328,0.0858,-0.1006,-0.037,0.2019,-0.1791
4329,0.0879,-0.0734,-0.0728,0.0078,0.0846
4330,-0.1224,-0.1043,-0.1404,-0.2449,-0.1029
4331,0.0838,0.0409,-0.1988,0.0754,-0.1114
4332,0.0809,-0.081,0.0201,0.0321,-0.0615
4333,0.0093,-0.224,-0.0651,0.0272,-0.0427
4334,0.237,0.0553,0.2003,-0.1134,-0.0896
4335,0.005,0.1829,-0.3565,-0.3278,-0.0334
4336,0.0625,-0.0845,0.0182,-0.0296,-0.2255
4337,-0.0451,0.0528,0.1544,0.0349,-0.0929
4338,-0.1986,-0.0803,-0.0233,0.1607,0.1705
4339,-0.0669,0.1489,0.0976,-0.2044,0.1183
4340,-0.0684,0.0375,-0.1498,-0.0147,-0.1048
4341,-0.1206,-0.1078,0.0649,-0.202,-0.0212
4342,-0.1089,0.2266,-0.12,0.1234,0.097
4343,-0.1583,0.0732,-0.1925,-0.1927,0.0703
4344,-0.0602,-0.0959,-0.3363,-0.2321,-0.0946
4345,0.2159,-0.1953,-0.1349,0.1763,-0.0199
4346,-0.0333,0.0516,-0.2258,-0.1164,-0.1184
4347,0.0051,0.1796,0.0778,-0.1847,0.1333
4348,-0.1451,-0.1074,0.0718,-0.0453,0.2421
4349,-0.1033,0.0141,0.1639,0.2088,0.0697
4350,0.0722,0.0612,-0.0439,0.0244,-0.0557
4351,-0.0566,-0.2116,-0.0024,0.0547,0.1713
4352,-0.1762,-0.0115,-0.1577,-0.1772,-0.1281
4353,-0.0915,0.0349,-0.0394,-0.112,0.1589
4354,0.0789,-0.1058,-0.1439,-0.1736,-0.1058
4355,-0.0157,0.0587,-0.1545,0.1895,0.0719
4356,-0.0313,-0.0738,-0.0241,0.0777,-0.0309
4357,0,0,0,0,0
4358,0.1148,-0.125,0.1602,-0.1238,-0.1109
4359,0.2854,-0.0839,0.182,-0.0941,-0.0079
4360,-0.0789,0.0122,-0.132,0.2557,0.1426
4361,-0.0671,-0.1209,0.0838,0.1227,0.1342
4362,-0.0535,-0.2038,0.174,-0.0641,-0.1509
4363,-0.0243,-0.1653,-0.0529,0.2127,-0.1037
4364,0.0704,0.0434,-0.0362,0.2624,0.1056
4365,0.0008,-0.0706,-0.0551,0.1039,-0.1293
4366,-0.1043,0.1678,-0.114,-0.1595,-0.1774
4367,0,0,0,0,0
4368,-0.0231,-0.2429,0.2618,0.0733,-0.1608
4369,0.1159,0.2052,0.1501,-0.1499,0.142
4370,0.0432,-0.2505,-0.1763,0.1161,0.028
4371,0.2346,-0.0388,-0.3302,-0.2249,-0.0345
4372,0.1101,0.2212,0.0385,-0.0543,0.0748
4373,0.1592,0.3348,-0.0868,0.118,-0.067
4374,-0.0461,0.0384,0.1911,0.2653,0.0213
4375,0.3302,0.2558,-0.0435,0.045,-0.1579
4376,0.1467,0.092,0.1477,-0.0053,0.0119
4377,-0.1085,0.1286,-0.1824,-0.1917,0.124
4378,0.0443,0.0674,0.1337,0.1148,-0.1157
4379,-0.0097,0.2346,-0.1191,-0.153,-0.125
4380,-0.0359,-0.1307,-0.0583,-0.0043,0.1502
4381,0.1733,-0.06,-0.0156,0.0941,0.1548
4382,0.1893,-0.1163,-0.1675,0.1159,0.1461
4383,0,0,0,0,0
4384,0,0,0,0,0
4385,0.0218,0.0504,-0.2299,0.2073,0.0757
4386,0,0,0,0,0
4387,0,0,0,0,0
4388,0,0,0,0,0
4389,-0.1477,-0.1441,0.1456,-0.0083,-0.1332
4390,0.1171,-0.0928,0.0113,0.1884,0.1924
4391,-0.012,-0.0656,-0.0877,-0.0596,0.0749
4392,0.2132,-0.0144,-0.0865,-0.1187,0.0517
4393,0,0,0,0,0
4394,0.0894,-0.1647,-0.0706,-0.1485,-0.2222
4395,0.3295,-0.08,-0.159,0.2618,0.0382
4396,0,0,0,0,0
4397,0.0639,-0.1597,0.1779,0.0054,-0.0399
4398,0,0,0,0,0
4399,0.0516,-0.0307,-0.1514,-0.0597,-0.0406
4400,-0.1839,0.1934,-0.094,0.1578,-0.1643
4401,-0.08,-0.084,0.2098,0.0014,0.1363
4402,-0.0383,-0.0413,0.0098,0.2058,0.009
4403,0.0264,-0.1376,-0.1973,-0.1694,-0.1685
4404,0.1674,-0.0852,-0.0413,-0.2292,-0.189
4405,-0.0628,-0.0215,0.0939,-0.1549,-0.0193
4406,0.1977,0.0437,0.0899,0.0327,-0.1892
4407,0.1019,0.0525,0.1906,-0.0013,0.1326
4408,0.0019,0.0633,-0.0054,-0.1887,-0.0445
4409,0.1634,-0.2077,0.0067,-0.2649,0.1455
4410,-0.0799,-0.1493,-0.1627,-0.0837,-0.1112
4411,0.1577,-0.09,0.0276,0.072,-0.0601
4412,-0.247,-0.1348,-0.0117,-0.2543,-0.0829
4413,0.0603,-0.1145,0.023,0.2266,0.0401
4414,0.1428,-0.1363,-0.1707,-0.0872,0.2697
4415,0.1477,0.0947,-0.1589,-0.1455,0.0959
4416,-0.1057,0.0334,0.1008,-0.0517,-0.1171
4417,0.0779,-0.0734,0.2068,0.0681,0.0785
4418,-0.2221,-0.0555,-0.1324,0.0885,-0.1938
